0.13497,0.14007,0.10926,0.14317,0.17996,0.13254,0.14738,0.012633
0.1264,0.12222,0.14457,0.1793,0.16018,0.1202,0.1377,0.0094225
0.30358,0.12511,0.056539,0.021329,0.33484,0.11263,0.042977,0.0029925
0.11454,0.16176,0.064762,0.11793,0.21437,0.21126,0.10436,0.011029
0.1286,0.18341,0.1457,0.077212,0.14605,0.1959,0.11612,0.0070115
0.21869,0.21541,0.15503,0.080074,0.12221,0.11289,0.089919,0.0057758
0.22389,0.16737,0.078785,0.077454,0.17863,0.16931,0.098027,0.0065352
0.2113,0.11558,0.069739,0.10516,0.2754,0.14916,0.06643,0.0072313
0.087114,0.074633,0.20476,0.22145,0.071007,0.086861,0.23402,0.020155
0.078869,0.16923,0.07266,0.10416,0.21269,0.30099,0.052426,0.0089676
0.096655,0.099724,0.14514,0.066278,0.35226,0.17643,0.05155,0.011967
0.058679,0.062116,0.25755,0.25264,0.16352,0.072183,0.10533,0.027989
0.11649,0.092422,0.11785,0.1386,0.25135,0.17588,0.10212,0.0052813
0.10437,0.1851,0.10149,0.15597,0.11912,0.23422,0.096246,0.0034939
0.16198,0.14542,0.13791,0.20229,0.094553,0.10719,0.11057,0.040087
0.14871,0.14237,0.1171,0.12685,0.17996,0.15695,0.12107,0.0069838
0.089086,0.16487,0.11125,0.13806,0.069031,0.10239,0.30969,0.015622
0.062317,0.090899,0.2336,0.1521,0.05897,0.12851,0.24428,0.029326
0.1571,0.11178,0.10876,0.11782,0.17221,0.10876,0.1148,0.10876
0.027621,0.31885,0.059533,0.049075,0.11826,0.38938,0.027621,0.0096541
0.099389,0.097082,0.1701,0.17134,0.12676,0.13119,0.19547,0.0086669
0.13483,0.11555,0.10762,0.15516,0.22157,0.14407,0.11736,0.003839
0.1284,0.10529,0.23087,0.11479,0.1058,0.089111,0.2093,0.016436
0.11146,0.11654,0.17795,0.18758,0.12336,0.14033,0.13403,0.0087489
0.11908,0.083061,0.11694,0.074082,0.24153,0.23051,0.12847,0.0063265
0.060099,0.076015,0.080818,0.10593,0.32958,0.20156,0.13982,0.0061745
0.24245,0.076304,0.097685,0.10063,0.19066,0.14221,0.14241,0.0076501
0.091925,0.10926,0.19333,0.10202,0.076129,0.10479,0.28602,0.036523
0.16813,0.14291,0.12129,0.11372,0.16647,0.12092,0.16102,0.0055427
0.13336,0.15895,0.13394,0.14833,0.13972,0.15984,0.12065,0.0052001
0.20387,0.098854,0.19189,0.18505,0.045835,0.033692,0.23328,0.0075252
0.17142,0.11195,0.096092,0.1307,0.22493,0.13904,0.12214,0.0037216
0.10815,0.074699,0.30691,0.13968,0.078009,0.081493,0.19856,0.012508
0.092055,0.14368,0.1391,0.19427,0.09905,0.17219,0.14434,0.015306
0.22204,0.28889,0.076165,0.028674,0.078136,0.18799,0.11057,0.0075269
0.11649,0.092422,0.11785,0.1386,0.25135,0.17588,0.10212,0.0052813
0.19208,0.090324,0.1535,0.12743,0.20357,0.084605,0.14039,0.0081048
0.10116,0.057373,0.12431,0.19225,0.14847,0.16709,0.18118,0.028183
0.10064,0.070027,0.17774,0.32784,0.12027,0.12702,0.069085,0.0073795
0.12811,0.13425,0.10691,0.09063,0.16621,0.20061,0.16098,0.012289
0.15322,0.058226,0.15951,0.10572,0.32704,0.082833,0.10687,0.0065808
0.13991,0.15313,0.1314,0.11093,0.16315,0.171,0.1235,0.0069756
0.19195,0.22132,0.09469,0.077231,0.15929,0.17151,0.078464,0.0055459
0.027621,0.31885,0.059533,0.049075,0.11826,0.38938,0.027621,0.0096541
0.0094787,0.046243,0.4178,0.034004,0.0075461,0.044909,0.43606,0.0039571
0.11101,0.17229,0.20133,0.09912,0.068595,0.13662,0.20098,0.010061
0.11177,0.11993,0.16062,0.15041,0.13857,0.15082,0.16298,0.0048988
0.15581,0.22505,0.058762,0.1461,0.1901,0.14171,0.046,0.036476
0.13331,0.13002,0.17268,0.079984,0.30189,0.089828,0.075882,0.016407
0.19151,0.25597,0.043538,0.045021,0.17661,0.22588,0.059612,0.0018534
0.14741,0.16261,0.14142,0.11944,0.125,0.15862,0.13021,0.015288
0.072924,0.10111,0.14365,0.1997,0.14905,0.16982,0.15581,0.0079338
0.099609,0.12852,0.051953,0.11934,0.41016,0.12305,0.058984,0.0083984
0.12469,0.12707,0.1692,0.16379,0.13381,0.13228,0.14491,0.0042371
0.033261,0.10499,0.13116,0.26132,0.15907,0.14071,0.15763,0.011858
0.13079,0.086092,0.15958,0.19944,0.14725,0.096769,0.14788,0.032199
0.08976,0.065148,0.14072,0.36753,0.097288,0.10771,0.12547,0.00637
0.058293,0.28386,0.097719,0.11706,0.15047,0.14606,0.13254,0.013987
0.20003,0.1348,0.12221,0.10936,0.18438,0.12876,0.11306,0.0074021
0.087181,0.14908,0.13799,0.17771,0.094403,0.14676,0.19293,0.013928
0.15444,0.14059,0.10873,0.12504,0.19599,0.14855,0.12342,0.003243
0.21332,0.063859,0.040761,0.14447,0.13451,0.19837,0.18795,0.016757
0.083148,0.067234,0.20898,0.36171,0.073649,0.042314,0.15149,0.011473
0.10068,0.089529,0.19145,0.22831,0.072491,0.10006,0.1961,0.021375
0.093414,0.10231,0.22347,0.1923,0.094782,0.14178,0.14393,0.0080125
0.11652,0.19878,0.094088,0.10238,0.13712,0.2458,0.085771,0.019544
0.22538,0.10691,0.049477,0.11628,0.24333,0.20524,0.039956,0.013423
0.22016,0.23594,0.063786,0.058185,0.17673,0.17032,0.06973,0.005144
0.1306,0.14257,0.15425,0.13017,0.14704,0.1652,0.12268,0.007496
0.14681,0.19352,0.098699,0.10689,0.16466,0.18281,0.10355,0.0030607
0.24933,0.18829,0.046017,0.074503,0.2185,0.12021,0.092659,0.010487
0.089305,0.18956,0.11963,0.084283,0.12407,0.23353,0.1544,0.0052154
0.12025,0.041709,0.20115,0.18525,0.21838,0.065948,0.1607,0.0066105
0.044298,0.044722,0.11721,0.14625,0.26282,0.085418,0.28614,0.013141
0.0503,0.10536,0.16416,0.18594,0.12738,0.12788,0.20546,0.033534
0.09184,0.17911,0.078485,0.12166,0.14032,0.30059,0.079583,0.0084157
0.12153,0.12719,0.15872,0.10725,0.21881,0.069254,0.18351,0.013743
0.25325,0.11795,0.080721,0.11069,0.24137,0.11306,0.080754,0.0022111
0.10386,0.069646,0.051127,0.11795,0.33333,0.27295,0.036634,0.014493
0.12287,0.11302,0.22739,0.16198,0.11977,0.088138,0.15004,0.016791
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.14455,0.1059,0.18616,0.1757,0.10033,0.090667,0.16498,0.031709
0.11458,0.14516,0.08441,0.10208,0.16996,0.25767,0.1216,0.0045459
0.10594,0.12597,0.24893,0.089185,0.047562,0.11002,0.26887,0.0035216
0.1272,0.18887,0.13444,0.092815,0.12889,0.1773,0.14292,0.0075547
