234.04,9.6052,5.3845,224.02,11.967,5.5746,207.51,12.815,5.6398
168.89,11.51,5.1869,151.04,10.935,5.0185,135.28,10.693,4.927
215.16,12.448,5.5247,205.4,12.499,5.5133,201.89,12.56,5.5368
133.9,11.232,5.0683,83.605,10.44,4.8813,76.796,10.384,4.8295
206.5,12.522,5.4861,175.13,12.526,5.4417,155.35,12.432,5.4019
160.95,11.82,5.3021,121.09,11.594,5.2518,110.76,10.678,5.0589
212.03,12.53,5.4532,186.22,12.629,5.4537,183.97,12.705,5.4741
210.95,11.702,5.2774,133.85,11.046,5.0361,144.87,11.202,5.0788
146.61,10.728,4.9726,137.7,10.714,4.9696,111.47,10.233,4.8507
89.435,9.8839,4.7451,48.146,8.2973,4.3506,8.7761,5.4497,3.4806
186.88,12.481,5.4224,164.92,12.068,5.3137,143.86,11.882,5.2484
71.371,8.2966,4.1306,69.702,8.2059,4.0961,68.132,8.1044,4.0511
141.68,11.438,5.1876,119.91,10.228,4.8508,104.42,9.794,4.6906
66.895,8.9668,4.4091,78.728,9.4023,4.5335,85.478,9.6333,4.6038
59.96,9.2567,4.5365,47.523,8.1638,4.0974,46.258,8.0463,4.07
122.45,10.323,4.8708,91.096,9.6314,4.5683,71.866,9.3526,4.4872
166.39,11.776,5.2195,139.52,11.497,5.1568,122.41,11.076,5.0422
174.79,12.537,5.4442,150.23,12.14,5.3197,141.57,11.751,5.1984
212.89,8.1404,4.6076,158.12,9.3862,4.8911,134.77,9.2528,4.7854
149.1,10.742,4.9299,165.57,11.579,5.2278,178.75,12.149,5.3735
163.13,11.488,5.1698,159.34,11.68,5.211,156.73,11.65,5.1933
135.93,11.285,5.1146,115.26,10.398,4.8845,89.717,9.8577,4.7278
234.8,10.081,5.2175,221.7,11.297,5.1885,220.43,11.474,5.2384
160.36,10.314,4.8271,169.91,11.518,5.1835,164.56,11.622,5.2235
203.85,12.229,5.3616,155.44,11.056,5.0786,131.2,10.104,4.9129
88.664,10.806,4.9954,111.08,11.135,5.0839,131.64,10.835,4.9624
166.6,12.295,5.4067,158.77,11.26,5.1193,147.46,11.421,5.152
142.31,12.318,5.4522,173.2,12.937,5.5943,201.29,13.867,5.7846
119.5,11.546,5.2109,105.34,11.038,5.0578,83.102,10.928,5.0176
114.18,10.548,4.9079,90.138,10.929,5.0376,84.409,10.707,4.9699
114.31,10.634,4.9063,113.77,11.123,5.0575,119.36,11.635,5.1592
121.96,10.293,4.8743,105.36,9.4803,4.6743,110.57,9.5721,4.6121
114.53,11.2,5.0266,93.685,11.024,4.9849,89.129,10.701,4.9614
119.21,10.966,5.0518,113.04,10.205,4.8306,109.94,10.486,4.9301
202.61,11.796,5.3249,160.98,11.07,5.1072,106.22,10.622,4.9609
141.68,11.438,5.1876,119.91,10.228,4.8508,104.42,9.794,4.6906
208.04,11.243,5.2406,199.16,10.88,5.1933,150.86,12.729,5.5125
146.25,11.462,5.1997,142.19,11.623,5.2261,138.97,11.666,5.2336
158.43,11.376,5.1437,145.89,11.008,5.0396,101.85,9.8577,4.7507
169.6,10.372,4.9383,81.141,9.8358,4.7379,81.478,10.626,4.9592
137.72,11.135,5.0697,128.69,10.609,4.932,127.02,10.756,4.9491
90.811,9.9046,4.6566,82.725,9.3158,4.4621,102.03,9.2289,4.5087
66.608,9.6855,4.6123,102.75,10.599,4.9241,123.65,11.21,5.0922
149.1,10.742,4.9299,165.57,11.579,5.2278,178.75,12.149,5.3735
142.59,11.539,5.2546,141.46,11.717,5.2891,137.47,11.645,5.2831
134.04,11.117,5.0553,115.22,10.299,4.8082,113.12,10.631,4.9275
30.497,7.8509,4.0648,50.509,8.9536,4.4051,72.88,9.5485,4.5705
106.4,11.392,5.1179,111.53,11.289,5.1044,119.44,11.386,5.1784
139.98,9.1276,4.8356,141.66,9.7053,4.8863,165.74,11.201,5.1646
56.971,9.1472,4.456,93.194,9.9287,4.6835,117.86,10.161,4.7504
91.289,10.414,4.855,80.822,10.035,4.7812,76.783,9.7451,4.6905
89.596,9.7829,4.6026,88.614,9.5764,4.5651,85.595,9.4948,4.6156
195.4,11.718,5.3338,168.71,11.296,5.0892,152.02,11.036,4.9866
56.997,9.0305,4.4786,95.292,9.7575,4.7137,27.242,8.2388,4.2563
97.108,9.8632,4.7286,137.67,10.242,4.8314,154.98,10.26,4.8243
107.56,11.006,5.0199,79.393,10.429,4.8741,93.932,9.9728,4.7439
161.2,11.128,5.0744,130.78,9.8883,4.6674,110.01,9.9305,4.6982
138.66,7.8893,4.4982,169.87,10.717,4.8882,177,10.89,4.9326
169.28,12.323,5.4083,138.48,11.393,5.1759,87.325,10.583,4.9284
72.014,9.5141,4.711,86.534,9.8623,4.7978,108.65,10.976,5.0964
