1.2831,4.23,2.8916,0.91523,0.2425,2.0526,2.0596,2.4079,1.9187,0.716,2.0526,2.0526,2.1314,2.4405,1.407,2.0526,2.0526,2.0887,2.4484,1.654,2.0526,2.0526,2.1314,2.4405,1.407,2.0526,2.0596,2.4079,1.9187,0.716,5389,9703.8,6605.9,2095.1,555.41,5128.5,5133.6,5572.5,4376.9,1638,5128.5,5128.5,5195.9,5573.5,3213.6,5128.5,5128.5,5156.8,5616.6,3775.3,5128.5,5128.5,5195.9,5573.5,3213.6,5128.5,5133.6,5572.5,4376.9,1638
1.5495,5.4583,3.7725,1.196,0.317,2.6074,2.617,3.0961,2.4989,0.93523,2.6074,2.6075,2.715,3.1587,1.8352,2.6074,2.6074,2.6568,3.1594,2.1559,2.6074,2.6075,2.715,3.1587,1.8352,2.6074,2.617,3.0961,2.4989,0.93523,4128,8530,5838.6,1851.9,490.95,4372.4,4379.8,4879.7,3867.4,1447.9,4372.4,4372.4,4462.6,4911,2840.2,4372.4,4372.4,4411.9,4937.3,3336.4,4372.4,4372.4,4462.6,4911,2840.2,4372.4,4379.8,4879.7,3867.4,1447.9
1.472,4.5634,3.1257,0.98962,0.26223,2.2133,2.2208,2.5961,2.0735,0.77413,2.2133,2.2133,2.2982,2.6344,1.5208,2.2133,2.2133,2.2522,2.6414,1.7876,2.2133,2.2133,2.2982,2.6344,1.5208,2.2133,2.2208,2.5961,2.0735,0.77413,5658.2,9841.6,6684.2,2119.7,561.93,5252.6,5256.8,5659.5,4429.6,1657.3,5252.6,5252.6,5309.7,5647.5,3251.7,5252.6,5252.6,5276,5696.4,3820.3,5252.6,5252.6,5309.7,5647.5,3251.7,5252.6,5256.8,5659.5,4429.6,1657.3
0.92919,3.0991,2.1464,0.68057,0.1804,1.491,1.4963,1.7571,1.4214,0.53217,1.491,1.491,1.55,1.7948,1.0441,1.491,1.491,1.5181,1.7939,1.2265,1.491,1.491,1.55,1.7948,1.0441,1.491,1.4963,1.7571,1.4214,0.53217,1751.4,4102.7,2827,897.12,237.85,2044.4,2049.1,2338.5,1871.3,701.33,2044.4,2044.4,2100.2,2367.8,1375.1,2044.4,2044.4,2069.2,2374.7,1614.9,2044.4,2044.4,2100.2,2367.8,1375.1,2044.4,2049.1,2338.5,1871.3,701.33
1.5277,5.6937,3.9348,1.2473,0.33059,2.7091,2.7193,3.2288,2.6066,0.97539,2.7091,2.7091,2.824,3.2952,1.9142,2.7091,2.7091,2.7618,3.2957,2.2488,2.7091,2.7091,2.824,3.2952,1.9142,2.7091,2.7193,3.2288,2.6066,0.97539,4367.5,8957.2,6141.4,1948.4,516.57,4585.1,4592.9,5121.7,4066.7,1523.3,4585.1,4585.2,4680.1,5159.1,2987.4,4585.1,4585.1,4626.6,5184.5,3508.8,4585.1,4585.2,4680.1,5159.1,2987.4,4585.1,4592.9,5121.7,4066.7,1523.3
1.8117,8.5544,5.9398,1.8841,0.49945,4.0037,4.0201,4.8415,3.932,1.4731,4.0037,4.0037,4.1886,4.9574,2.8894,4.0037,4.0037,4.0885,4.9515,3.3934,4.0037,4.0037,4.1886,4.9574,2.8894,4.0037,4.0201,4.8415,3.932,1.4731,3263,7048.9,4845.2,1537.4,407.62,3569.6,3576.4,4024.9,3207.7,1201.9,3569.6,3569.6,3652.6,4063.9,2356.8,3569.6,3569.6,3606.1,4080,2767.9,3569.6,3569.6,3652.6,4063.9,2356.8,3569.6,3576.4,4024.9,3207.7,1201.9
1.2959,3.767,2.5699,0.81318,0.21545,1.8399,1.846,2.146,1.7058,0.63621,1.8399,1.8399,1.908,2.1721,1.2505,1.8399,1.8399,1.8711,2.1804,1.4702,1.8399,1.8399,1.908,2.1721,1.2505,1.8399,1.846,2.146,1.7058,0.63621,6026.8,10482,7125.6,2259.9,599.11,5586.8,5591.3,6025.9,4721.5,1766.9,5586.8,5586.8,5648.8,6016.6,3466.4,5586.8,5586.8,5612.3,6067.1,4072.3,5586.8,5586.8,5648.8,6016.6,3466.4,5586.8,5591.3,6025.9,4721.5,1766.9
1.6016,6.106,4.2247,1.3394,0.35504,2.904,2.915,3.4617,2.798,1.0474,2.904,2.9041,3.0274,3.5348,2.0551,2.904,2.904,2.9607,3.5343,2.4141,2.904,2.9041,3.0274,3.5348,2.0551,2.904,2.915,3.4617,2.798,1.0474,4429.3,9036.6,6195.2,1965.5,521.09,4628.6,4636.4,5167.6,4102.4,1536.6,4628.6,4628.7,4723.5,5204.6,3013.6,4628.6,4628.6,4670.1,5230.5,3539.6,4628.6,4628.7,4723.5,5204.6,3013.6,4628.6,4636.4,5167.6,4102.4,1536.6
2.8719,10.983,7.5414,2.3887,0.63304,5.2819,5.3006,6.2431,5.0001,1.8684,5.2819,5.282,5.4926,6.3434,3.6691,5.2819,5.2819,5.3784,6.357,4.3118,5.2819,5.282,5.4926,6.3434,3.6691,5.2819,5.3006,6.2431,5.0001,1.8684,4729.3,11728,8010.9,2538.5,672.82,5900.7,5914,6700.6,5310.9,1985.2,5900.7,5900.7,6057.5,6754.1,3897.4,5900.7,5900.7,5970.8,6788.3,4579.8,5900.7,5900.7,6057.5,6754.1,3897.4,5900.7,5914,6700.6,5310.9,1985.2
0.95998,3.3464,2.3171,0.73471,0.19475,1.6005,1.6063,1.8971,1.5345,0.57451,1.6005,1.6005,1.6662,1.9377,1.1272,1.6005,1.6005,1.6307,1.937,1.324,1.6005,1.6005,1.6662,1.9377,1.1272,1.6005,1.6063,1.8971,1.5345,0.57451,1351.2,4130.1,2877,913.73,242.29,1969.5,1976.1,2340.3,1902.3,714.17,1969.5,1969.5,2045.4,2393,1399.3,1969.5,1969.5,2003.7,2390.6,1642.6,1969.5,1969.5,2045.4,2393,1399.3,1969.5,1976.1,2340.3,1902.3,714.17
1.2583,4.1813,2.8727,0.90989,0.24113,2.0071,2.0144,2.3759,1.9047,0.71169,2.0071,2.0071,2.0886,2.4158,1.3976,2.0071,2.0071,2.0445,2.4202,1.6425,2.0071,2.0071,2.0886,2.4158,1.3976,2.0071,2.0144,2.3759,1.9047,0.71169,4712.5,7740.3,5250.3,1665.3,441.5,4186.6,4188.6,4458,3478.9,1302,4186.6,4186.6,4218.1,4437.9,2554.1,4186.6,4186.6,4198.7,4480.1,3000.6,4186.6,4186.6,4218.1,4437.9,2554.1,4186.6,4188.6,4458,3478.9,1302
0.7974,2.4702,1.7069,0.54106,0.14341,1.2054,1.2093,1.4022,1.1308,0.42312,1.2054,1.2054,1.2492,1.4296,0.83038,1.2054,1.2054,1.2255,1.4298,0.97552,1.2054,1.2054,1.2492,1.4296,0.83038,1.2054,1.2093,1.4022,1.1308,0.42312,1258.6,5465.7,3794.6,1203.9,319.17,2570.6,2580.5,3095.7,2511.4,941.26,2570.6,2570.6,2683.7,3166.2,1845.8,2570.6,2570.6,2622.2,3163.7,2167.6,2570.6,2570.6,2683.7,3166.2,1845.8,2570.6,2580.5,3095.7,2511.4,941.26
