47.523,25.951,45.806,0.12655,0.17382,0.22587,0.91885,0.10019,0.14534
60.983,64.042,84.251,0.23607,0.21322,0.20879,0.66381,0.28069,0.23698
144.87,126.45,79.993,0.094971,0.19619,0.2831,0.85729,0.16549,0.21321
142.44,155.82,126.62,0.48906,0.19892,0.051064,0.52535,0.30963,0.19128
26.205,37.626,73.53,0.31962,0.3185,0.31327,0.80985,0.22191,0.24948
90.225,115.81,124.1,0.44271,0.19867,0.16284,0.67226,0.16596,0.16795
171.31,97.831,91.131,0.22877,0.36999,0.39967,0.85981,0.20001,0.23406
283.97,124.52,146.88,0.40743,0.31255,0.22895,0.82803,0.17138,0.17607
54.078,30.636,40.233,0.28915,0.18235,0.10521,0.58467,0.22139,0.10394
33.2,16.448,26.623,0.89927,0.14611,0.19457,0.35138,0.19899,0.1486
115.61,100.38,74.526,0.30309,0.38432,0.37216,0.73337,0.23767,0.25525
152.09,96.112,48.951,0.34306,0.35727,0.31101,0.28673,0.36263,0.37942
76.075,91.9,106.3,0.39913,0.24978,0.18707,0.59272,0.21926,0.17751
193.78,57.678,73.733,0.39503,0.27392,0.22854,0.3458,0.29767,0.27004
195.66,115.52,98.008,0.18773,0.30096,0.33369,0.23796,0.32402,0.3304
68.477,91.427,109.74,0.55811,0.32536,0.23404,0.49211,0.29561,0.087027
78.364,91.73,102.19,0.36041,0.21372,0.2007,0.68015,0.29076,0.25735
107.94,131.5,131.46,0.31963,0.30645,0.28598,0.69797,0.271,0.26066
19.041,5.6727,8.8786,0.37018,0.10354,0.08426,0.83485,0.057044,0.025695
184.81,99.742,70.204,0.31181,0.19954,0.13565,0.74097,0.23238,0.22573
135.66,80.6,34.268,0.093824,0.20071,0.28531,0.64625,0.25796,0.20423
66.909,68.279,84.11,0.44798,0.27544,0.18723,0.56717,0.26787,0.19694
139.86,116.8,36.877,0.095503,0.1087,0.14122,0.93223,0.097664,0.14086
121.94,83.068,49.213,0.25981,0.22616,0.21473,0.71923,0.16508,0.13902
61.954,104.43,135.9,0.34579,0.11826,0.10936,0.79965,0.25077,0.2839
200.75,55.08,64.54,0.56523,0.32001,0.12087,0.57002,0.30337,0.17268
89.153,82.499,87.41,0.32336,0.23581,0.177,0.71432,0.23828,0.25884
203.58,15.408,24.135,0.38656,0.26634,0.25771,0.78958,0.34315,0.38874
73.977,76.281,90.461,0.37331,0.21683,0.14178,0.48139,0.25692,0.19209
172.63,134.21,79.669,0.55482,0.36315,0.1898,0.51672,0.2477,0.097218
149.81,101.4,49.447,0.36546,0.24432,0.22889,0.53846,0.27837,0.15676
104.27,101.16,81.852,0.34391,0.22128,0.15232,0.53435,0.24287,0.13045
129.91,106.51,32.454,0.39617,0.27113,0.1733,0.49241,0.36697,0.15736
129.88,102.68,66.367,0.28732,0.27135,0.28265,0.51465,0.25316,0.13062
35.106,10.181,14.85,0.50522,0.17181,0.13909,0.79569,0.20492,0.23372
76.075,91.9,106.3,0.39913,0.24978,0.18707,0.59272,0.21926,0.17751
138.3,91.104,71.396,0.29421,0.40582,0.40107,0.82905,0.15948,0.19882
121.83,94.57,71.595,0.11638,0.15072,0.1853,0.58421,0.18761,0.15932
50.118,27.645,39.992,0.38437,0.1457,0.12752,0.63573,0.24187,0.17996
185.13,168.64,66.988,0.62218,0.24118,0.13017,0.66581,0.17829,0.12289
118.9,109.38,85.236,0.28688,0.21524,0.22512,0.58793,0.27956,0.21566
173.82,96.977,84.163,0.57161,0.38974,0.27748,0.49078,0.29226,0.2088
186.4,59.563,72.774,0.52456,0.39484,0.14861,0.48842,0.27064,0.18078
184.81,99.742,70.204,0.31181,0.19954,0.13565,0.74097,0.23238,0.22573
97.351,72.301,87.036,0.078574,0.12767,0.20143,0.56739,0.20154,0.18977
130.01,121.22,93.952,0.28257,0.25188,0.26012,0.53583,0.32718,0.18432
221.57,39.831,58.207,0.39037,0.38456,0.22827,0.28865,0.34221,0.32313
209.76,52.93,68.116,0.155,0.24313,0.29374,0.47001,0.28612,0.14997
222.19,79.321,86.829,0.26732,0.15833,0.19687,0.69103,0.13827,0.070536
201.96,89.369,71.926,0.83767,0.22238,0.25049,0.56462,0.30612,0.09886
78.54,114.76,135.19,0.17125,0.14127,0.14727,0.3586,0.1911,0.13944
137.98,87.593,26.659,0.22606,0.14939,0.1335,0.38803,0.26858,0.20934
86.283,77.369,67.727,0.30306,0.2547,0.1686,0.78553,0.18902,0.20836
95.611,14.723,21.653,0.77732,0.17626,0.14759,0.37434,0.21534,0.18133
200.32,25.487,26.347,0.41517,0.25592,0.25501,0.61079,0.23708,0.027034
177.99,125.32,82.56,0.45449,0.28064,0.21765,0.50894,0.25065,0.08269
48.279,61.577,92.342,0.34245,0.2463,0.21459,0.63877,0.25129,0.1816
211.73,26.386,22.725,0.18339,0.18232,0.15773,0.69416,0.21508,0.10921
83.811,79.511,82.305,0.63396,0.24963,0.22198,0.73897,0.19329,0.17899
175.1,77.563,81.002,0.44367,0.18475,0.16809,0.45592,0.18174,0.12429
129.93,95.159,74.067,0.29157,0.26419,0.25288,0.56024,0.30884,0.11726
131.77,92.889,61.825,0.40237,0.24114,0.15716,0.70124,0.18237,0.10482
77.713,100.56,105.88,0.41262,0.28046,0.20694,0.75502,0.2804,0.28695
219.37,43.177,14.737,0.68903,0.21436,0.18167,0.75115,0.15694,0.12902
149.38,106.78,61.935,0.16171,0.19106,0.19663,0.74237,0.24911,0.26458
156.47,92.829,59.546,0.39581,0.41323,0.32355,0.60363,0.27544,0.20366
109.51,72.586,67.785,0.57795,0.36891,0.23401,0.57657,0.271,0.23459
172.46,62.465,71.23,0.27407,0.34483,0.36495,0.86149,0.1469,0.18083
152.31,103.18,79.118,0.34443,0.1816,0.16298,0.77732,0.16454,0.19973
55.615,53.981,82.112,0.56596,0.30613,0.1085,0.42728,0.28355,0.18366
161.47,101.68,84.973,0.20794,0.17921,0.077892,0.86039,0.19862,0.2538
188.62,88.276,77.729,0.12605,0.19046,0.25593,0.39819,0.25903,0.13901
115.45,106.38,94.309,0.24819,0.23918,0.26161,0.50859,0.35475,0.14784
31.106,64.132,105.9,0.38714,0.23748,0.20929,0.51533,0.20929,0.16394
116.93,141.57,133.3,0.24329,0.20297,0.22758,0.78996,0.19027,0.2398
87.212,90.741,90.739,0.28193,0.17026,0.1383,0.60647,0.18713,0.17503
70.47,71.32,91.436,0.27724,0.14997,0.098537,0.31744,0.1951,0.18295
191.98,94.24,92.149,0.17811,0.22563,0.25632,0.87494,0.1585,0.20939
41.67,27.829,45.385,0.54381,0.33556,0.15573,0.74596,0.18677,0.22306
91.082,89.881,94.801,0.22835,0.15586,0.14667,0.39188,0.28568,0.18347
209,18.858,27.464,0.099096,0.10136,0.10782,0.96381,0.029277,0.03429
152.91,122.57,55.748,0.33989,0.32846,0.27657,0.59541,0.27403,0.23641
32.576,58.522,101.37,0.42484,0.29936,0.23255,0.54821,0.26728,0.13573
240,0,0,0,0,0,0.72762,0.26385,0.28504
147.14,96.744,82.5,0.39922,0.2458,0.24804,0.22629,0.22661,0.23573
192.39,64.853,69.925,0.25215,0.18451,0.16819,0.43056,0.30757,0.20167
